Time(s),Voltage(V),Current(mA)
0.0,-0.6897604800000001,-4.55857504950495
0.15755009651184082,0.020151600000000075,-1.9809564356435636
0.23542499542236328,0.023030400000000072,-1.1215918811881187
0.3073458671569824,0.018232400000000072,-0.6935722772277233
0.38222455978393555,0.017272800000000067,-0.4109178217821783
0.4543743133544922,0.01919200000000007,-0.23419940594059357
0.5381369590759277,0.018232400000000072,-0.1187623762376228
0.6120302677154541,0.027732440000000035,-0.10973643564356332
0.6861374378204346,0.03694459999999987,0.01187623762376265
0.7601141929626465,0.037904199999999874,0.05700594059405971
0.832953691482544,0.03982339999999988,0.11876237623762413
0.9045565128326416,0.03982339999999988,0.13776435643564394
0.9783725738525391,0.03982339999999988,0.1691176237623758
1.0511784553527832,0.03982339999999988,0.19714554455445482
1.1251678466796875,0.047308279999999904,0.12778831683168335
1.1979777812957764,0.05565679999999994,0.19239504950494984
1.2809157371520996,0.058535599999999945,0.21614752475247467
1.3560404777526855,0.05296991999999991,0.24465049504950437
1.4348068237304688,0.058535599999999945,0.26602772277227693
1.513047218322754,0.058535599999999945,0.2574768316831679
1.5868511199951172,0.06717199999999994,0.19762059405940607
1.6611571311950684,0.07465687999999998,0.2532013861386134
1.7321500778198242,0.07379323999999995,0.2707782178217819
1.8062620162963867,0.07292959999999996,0.2850297029702967
1.8792545795440674,0.07465687999999997,0.2897801980198017
1.954094409942627,0.07292959999999996,0.32778415841584135
2.027162790298462,0.07724780000000002,0.32778415841584135
2.0999650955200195,0.08041447999999998,0.2812293069306927
2.1737663745880127,0.09250544000000002,0.2897801980198017
2.2465720176696777,0.09164180000000002,0.3087821782178215
2.319377899169922,0.09164180000000002,0.3325346534653463
2.3923439979553223,0.09164180000000002,0.33728514851485125
2.465139865875244,0.09164180000000002,0.33728514851485125
2.537942409515381,0.1045964000000001,0.2674528712871283
2.6137490272521973,0.1103540000000001,0.3135326732673265
2.6885578632354736,0.1103540000000001,0.32778415841584135
2.7635204792022705,0.1103540000000001,0.33728514851485125
2.8353261947631836,0.1103540000000001,0.32778415841584135
2.9094204902648926,0.1103540000000001,0.34203564356435623
2.984215497970581,0.10920248000000002,0.35628712871287105
3.055466413497925,0.11966211999999998,0.2859798019801976
3.127507448196411,0.1290661999999999,0.3135326732673265
3.203364133834839,0.1290661999999999,0.33728514851485125
3.286236047744751,0.1290661999999999,0.3325346534653463
3.3584988117218018,0.1290661999999999,0.33728514851485125
3.4322922229766846,0.1290661999999999,0.33728514851485125
3.5119729042053223,0.13837431999999997,0.2764788118811877
3.5908236503601074,0.1448996,0.3040316831683166
3.665670394897461,0.1458592,0.3135326732673265
3.740473747253418,0.1458592,0.3230336633663364
3.81327748298645,0.14777839999999998,0.3135326732673265
3.8844525814056396,0.14777839999999998,0.33728514851485125
3.9582557678222656,0.14777839999999998,0.33728514851485125
4.032059907913208,0.15526328,0.25367643564356385
4.107853651046753,0.16361180000000003,0.26175227722772243
4.1828272342681885,0.16265220000000008,0.26650277227722735
4.255675792694092,0.16265220000000005,0.2850297029702967
4.3266332149505615,0.16457140000000006,0.2897801980198017
4.4004271030426025,0.16457140000000006,0.2897801980198017
4.473235368728638,0.1720562800000001,0.24892594059405942
4.546262741088867,0.18136440000000015,0.17861861386138572
4.620078086853027,0.18040480000000012,0.21139702970296964
4.692197561264038,0.18136440000000012,0.2398999999999994
4.766988515853882,0.18040480000000012,0.25320138613861337
4.840794563293457,0.18232400000000012,0.24465049504950437
4.912912607192993,0.18040480000000012,0.26602772277227693
4.985702037811279,0.19076848000000002,0.18241900990099005
5.0595176219940186,0.1991169999999999,0.11401188118811918
5.133321046829224,0.19825335999999993,0.12826336633663404
5.208120822906494,0.1991169999999999,0.16056673267326732
5.290907859802246,0.1991169999999999,0.17339306930693005
5.363708257675171,0.20103619999999994,0.17339306930693005
5.435412883758545,0.20967259999999993,0.0807584158415845
5.50823974609375,0.2154301999999999,0.01662673267326787
5.580212116241455,0.21830899999999992,0.0484550495049507
5.654018402099609,0.21830899999999992,0.05700594059405971
5.728803396224976,0.21830899999999992,0.07125742574257458
5.801609754562378,0.21830899999999992,0.0807584158415845
5.875422716140747,0.21830899999999992,0.09025940594059441
5.952229022979736,0.22579387999999997,0.011401188118812477
6.023622035980225,0.2370212,-0.08550891089108811
6.097423553466797,0.2341424,-0.07600792079207822
6.170117139816284,0.2370212,-0.044179603960394866
6.245012044906616,0.2370212,-0.03562871287128584
6.318180561065674,0.2370212,-0.021377227722770977
6.4039084911346436,0.24623336000000004,-0.15154079207920704
6.479612350463867,0.2518950000000001,-0.20189603960395974
6.551558494567871,0.2528546000000001,-0.1876445544554449
6.625370025634766,0.25381420000000005,-0.17339306930693005
6.699383020401001,0.25381420000000005,-0.16911762376237555
6.773325204849243,0.25573340000000006,-0.1377643564356426
6.847127199172974,0.25573340000000006,-0.1425148514851476
6.919931888580322,0.26321828,-0.226123564356435
6.99286150932312,0.2706072000000001,-0.33728514851485125
7.066706657409668,0.2706072000000001,-0.3230336633663364
7.137364387512207,0.2744455999999999,-0.2897801980198017
7.2174224853515625,0.2725264,-0.2897801980198017
7.300352096557617,0.2715668000000001,-0.2897801980198017
7.375121116638184,0.27905167999999997,-0.3410855445544553
7.453912019729614,0.29027899999999995,-0.47504950495049547
7.5337536334991455,0.28835979999999994,-0.4536722772277228
7.608499765396118,0.28835979999999994,-0.44417128712871295
7.682519435882568,0.29027899999999995,-0.4299198019801981
7.761305332183838,0.29027899999999995,-0.4061673267326733
7.837409257888794,0.29027899999999995,-0.4061673267326733
7.908522367477417,0.29584467999999997,-0.49927702970297066
7.983275651931763,0.3041932,-0.6151891089108918
8.057339906692505,0.3051528,-0.5914366336633671
8.132359743118286,0.3051528,-0.5914366336633672
8.209290742874146,0.3089912,-0.5676841584158423
8.287092208862305,0.3080316,-0.5638837623762383
8.35920238494873,0.3136932400000001,-0.6622190099009906
8.433018207550049,0.32405692,-0.7553287128712883
8.505231857299805,0.3257842000000001,-0.7410772277227734
8.580021142959595,0.32405692,-0.7220752475247536
8.650142192840576,0.3257842000000001,-0.7078237623762387
8.723936080932617,0.3257842000000001,-0.6983227722772287
8.798681259155273,0.3257842000000001,-0.684071287128714
8.87254524230957,0.33710748,-0.8142348514851478
8.946349143981934,0.34190548,-0.8759912871287117
9.019154071807861,0.3427691199999999,-0.8622148514851474
9.094138622283936,0.3427691199999999,-0.8337118811881176
9.167706727981567,0.34276912,-0.8337118811881176
9.246387481689453,0.3427691199999999,-0.8147099009900977
9.322383165359497,0.3550519999999999,-0.9258714851485141
9.39351201057434,0.3636883999999999,-1.0094801980198016
9.466328620910645,0.3617691999999999,-1.0094801980198016
9.542121410369873,0.3608095999999999,-0.9771768316831677
9.614932775497437,0.3617691999999999,-0.9686259405940587
9.689732074737549,0.3636883999999999,-0.9500990099009894
9.759791851043701,0.36080959999999995,-0.9263465346534645
9.82985258102417,0.36637527999999986,-1.009955247524752
9.904724836349487,0.38048139999999997,-1.125867326732673
9.979740381240845,0.37952179999999996,-1.1021148514851484
10.052679300308228,0.37760259999999995,-1.0712366336633659
10.125656604766846,0.37760259999999995,-1.0569851485148511
10.20045280456543,0.37760259999999995,-1.0427336633663362
10.288261413574219,0.38882992,-1.1348932673267327
10.362210512161255,0.3963148,-1.2042504950495052
10.437007904052734,0.3991936,-1.1819231683168314
10.509822845458984,0.3963148,-1.149619801980198
10.583639144897461,0.4123401200000001,-1.125867326732673
10.656442165374756,0.3972744,-1.089288514851485
10.730233669281006,0.3982340000000001,-1.066486138613861
10.804252624511719,0.40562292000000005,-1.182398217821782
