Time(s),Voltage(V),Current(mA)
0.0,-0.5519619200000002,-4.734818415841583
0.15196847915649414,0.021111200000000073,-4.354303762376236
0.2321302890777588,0.018232400000000072,-2.3571956435643564
0.31212902069091797,0.021111200000000073,-1.265531881188119
0.38812780380249023,0.021111200000000073,-0.6935722772277233
0.4641270637512207,0.018232400000000072,-0.387640396039604
0.5401265621185303,0.021111200000000073,-0.21187207920792014
0.6161293983459473,0.027732440000000035,-0.1458401980198012
0.692131519317627,0.03598499999999987,-0.035153663366335394
0.7679908275604248,0.037904199999999874,0.0484550495049507
0.8439686298370361,0.03598499999999987,0.09976039603960432
0.9201195240020752,0.037904199999999874,0.14251485148514892
0.9961316585540771,0.03694459999999987,0.17386811881188075
1.0721259117126465,0.03982339999999988,0.19714554455445482
1.1481270790100098,0.046444639999999884,0.15106574257425742
1.2241261005401611,0.05661639999999994,0.21614752475247467
1.29996919631958,0.05565679999999994,0.2208980198019796
1.3761341571807861,0.05287395999999993,0.23514950495049444
1.452104091644287,0.05661639999999994,0.24465049504950437
1.5281188488006592,0.05373759999999994,0.23989999999999942
1.6041266918182373,0.06333359999999995,0.21614752475247462
1.6799983978271484,0.07379323999999995,0.22564851485148457
1.7561266422271729,0.07379323999999997,0.25320138613861337
1.8321285247802734,0.07005079999999994,0.23467445544554405
1.9081306457519531,0.07465687999999998,0.2574768316831679
1.9840326309204102,0.07292959999999996,0.26175227722772243
2.060774803161621,0.07292959999999996,0.26602772277227693
2.1367809772491455,0.08396500000000003,0.19334514851485127
2.21662974357605,0.09164180000000002,0.24892594059405884
2.2927753925323486,0.09250544000000002,0.26175227722772243
2.3687729835510254,0.09250544000000002,0.26602772277227693
2.444775342941284,0.09164180000000002,0.26602772277227693
2.5207812786102295,0.08972260000000003,0.26602772277227693
2.6006171703338623,0.10286912000000008,0.19239504950494987
2.6807737350463867,0.10651560000000009,0.25320138613861337
2.756762981414795,0.1084348000000001,0.2574768316831679
2.8326735496520996,0.1103540000000001,0.2574768316831679
2.9087748527526855,0.1103540000000001,0.2574768316831679
2.9847304821014404,0.1103540000000001,0.2574768316831679
3.06077241897583,0.1103540000000001,0.26602772277227693
3.136742115020752,0.11870251999999999,0.22469841584158362
3.2127726078033447,0.1271469999999999,0.23514950495049444
3.288752555847168,0.1271469999999999,0.25320138613861337
3.3647775650024414,0.1281065999999999,0.26175227722772243
3.4407637119293213,0.1271469999999999,0.2574768316831679
3.5167479515075684,0.1261873999999999,0.25320138613861337
3.5927720069885254,0.13837431999999997,0.21519742574257378
3.668775796890259,0.14298039999999998,0.2208980198019796
3.744779586791992,0.14777839999999998,0.23514950495049444
3.8207836151123047,0.14298039999999998,0.23039900990098952
3.896773099899292,0.14777839999999998,0.24465049504950437
3.972750186920166,0.14585919999999997,0.23942495049504897
4.048680543899536,0.14777839999999998,0.26175227722772243
4.124760150909424,0.15516732000000003,0.17481821782178217
4.200616121292114,0.16457140000000006,0.19714554455445482
4.276769638061523,0.16265220000000002,0.2018960396039598
4.352771043777466,0.16169260000000005,0.2208980198019796
4.428776502609253,0.16553100000000004,0.23039900990098952
4.504774570465088,0.16361180000000006,0.2208980198019796
4.580773591995239,0.17119264000000006,0.1510657425742574
4.656748533248901,0.1786775200000001,0.13776435643564394
4.732754945755005,0.18040480000000012,0.16959267326732652
4.808614730834961,0.1786775200000001,0.17339306930693005
4.88477349281311,0.18040480000000012,0.1876445544554449
4.960773468017578,0.1796371200000001,0.1876445544554449
5.036767959594727,0.18328360000000013,0.19714554455445482
5.11277174949646,0.19076848000000005,0.09073445544554432
5.1887733936309814,0.20103619999999994,0.07125742574257458
5.264615297317505,0.2000765999999999,0.09500990099009936
5.34075140953064,0.2000765999999999,0.10451089108910927
5.416771173477173,0.1991169999999999,0.12826336633663404
5.492758274078369,0.1991169999999999,0.14726534653465387
5.568767070770264,0.2106321999999999,0.03515366336633752
5.644775152206421,0.2163897999999999,-0.002375247524751686
5.720768928527832,0.21830899999999992,0.0023752475247530045
5.796613454818726,0.21830899999999992,0.021377227722772296
5.872772455215454,0.2163897999999999,0.03562871287128716
5.948763847351074,0.21830899999999992,0.0484550495049507
6.024770736694336,0.21830899999999992,0.0484550495049507
6.100774765014648,0.22761711999999995,-0.04940514851485078
6.176770448684692,0.23510199999999998,-0.12351287128712776
6.252772569656372,0.235102,-0.08075841584158318
6.336772441864014,0.235102,-0.07125742574257327
6.412646293640137,0.23606160000000004,-0.061756435643563354
6.488774061203003,0.235102,-0.048455049504949374
6.564760684967041,0.24066768000000005,-0.1363392079207913
6.640769004821777,0.25285460000000004,-0.2351495049504945
6.7167747020721436,0.25381420000000005,-0.21139702970296964
